name,location,latitude,longitude
"香林寺","埼玉県熊谷市東別府799","36.187389","139.346167"
"香林寺","埼玉県春日部市内牧2454","35.993972","139.726194"
"香林寺","埼玉県秩父市太田1629","",""
"香林寺","埼玉県東松山市宮鼻144","35.99556","139.406052"
"香林寺","新潟県長岡市雲出町1529","",""
"香林寺","神奈川県小田原市板橋908","35.2500111","139.1418361"
"香林寺 (川崎市)","神奈川県川崎市麻生区細山3-9-1","35.616194","139.513444"
"香蓮寺","香川県さぬき市大川町富田東56","",""
"香蓮寺","東京都新宿区南元町10-1","35.679944444","139.724638888"
"香傳寺","新潟県新発田市蔵光2798","",""
"香藏寺","香川県三豊市詫間町箱552","",""
"高安寺","岐阜県恵那市長島町永田2557-2","35.442388888","137.396611111"
"高安寺","新潟県上越市寺町3-9-39","37.117355","138.24118"
"高安寺","東京都府中市片町2丁目4番地の1","35.669362","139.47193"
"高安寺","福島県郡山市田村町御代田字北町15","37.345631","140.375931"
"高庵寺","栃木県足利市宮北町8-7","36.324696","139.4711"
"高陰寺","新潟県新潟市秋葉区小戸上組830","37.795818","139.092117"
"高運寺","香川県高松市川島東町896","34.275253","134.086914"
"高雲庵","静岡県袋井市深見1008-1","34.781303","137.890793"
"高雲寺","茨城県つくばみらい市小張1684番地","35.980637","140.041092"
"高雲寺","埼玉県熊谷市村岡396","36.123844","139.373215"
"高雲寺","静岡県周智郡森町一宮3167","34.826535","137.89155"
"高雲寺","千葉県南房総市宮下614","",""
"高越寺","徳島県吉野川市山川町木綿麻山310","34.019056","134.196722"
"高円寺","東京都杉並区高円寺南4-18-11","35.703730555","139.652852777"
"高園寺","群馬県桐生市梅田町3-34","36.472122","139.37793"
"高応寺","埼玉県三郷市早稲田2-14-4","35.848972222","139.882833333"
"高翁寺","茨城県土浦市中央2丁目5番2号","36.083195","140.203705"
"高岡明光教会","千葉県成田市高岡1199","35.880116","140.358032"
"高家寺","岐阜県各務原市那加北洞町一丁目390番地","35.426742","136.840058"
"高家寺","兵庫県明石市太寺2丁目10-35","34.654217","135.003856"
"高覚院","千葉県松戸市根木内11","35.832207","139.938507"
"高岳院","泉二丁目","35.175531372","136.91492788"
"高岳寺","新潟県五泉市千原乙76","",""
"高岳寺","静岡県焼津市利右衛門855-1","34.793267","138.293778"
"高楽寺","東京都八王子市狭間町1868","35.638777777","139.286611111"
"高乾院","茨城県笠間市石井1747番地","36.391003","140.233902"
"高乾院","福島県田村郡三春町字荒町171","37.443405","140.486008"
"高舘義経堂","平泉町","38.99729167","141.11354167"
"高岸寺","石川県金沢市寺町5丁目2番25号","36.55344444","136.65322222"
"高巌寺","福島県会津若松市中央2-4-5","37.501385","139.930817"
"高眼寺","静岡県御前崎市池新田3186","",""
"高岩院","静岡県伊豆の国市奈古谷68","35.072247","138.960861"
"高岩寺","埼玉県入間郡越生町成瀬515-1","",""
"高岩寺","新潟県新潟市秋葉区金津279","37.758743","139.113815"
"高岩寺","新潟県村上市府屋236","",""
"高岩寺","千葉県印西市岩戸1541","35.762966","140.170914"
"高岩寺","東京都豊島区巣鴨3-35-2","35.735703","139.735647"
"高貴寺","大阪府南河内郡河南町平石539","34.499389","135.6645"
"高宮廃寺跡","寝屋川市","34.755813748","135.638328824"
"高桐院","北区","35.04305556","135.74333333"
"高月院","愛知県豊田市松平町寒ケ入44番地","35.050661111","137.264316666"
"高見寺","千葉県市川市中山2-5-2","35.719597","139.947617"
"高顕寺","岡山県備前市吉永町加賀美1221","34.91888889","134.25361111"
"高顕寺","長野県須坂市仁礼大狭868","36.604611111","138.334361111"
"高顕寺 (名古屋市)","名古屋市","",""
"高源院","東京都世田谷区北烏山4丁目30番1号","35.680388888","139.594611111"
"高源院","東京都文京区大塚3-8-4","35.720833333","139.733111111"
"高源寺","茨城県取手市下高井1306番地","35.931416","140.036652"
"高源寺","群馬県桐生市川内町5-4007","",""
"高源寺","群馬県高崎市高浜町551","36.368874","138.927414"
"高源寺","群馬県藤岡市東平井甲1090","36.228634","139.046005"
"高源寺","群馬県邑楽郡邑楽町大字狸塚457","36.237442","139.469147"
"高源寺","埼玉県飯能市原市場1266","",""
"高源寺","新潟県上越市大島区仁上5365","",""
"高源寺","静岡県御前崎市新野2194","",""
"高源寺","静岡県静岡市清水区高橋2-7-4","35.028831","138.471771"
"高源寺","静岡県田方郡函南町桑原1265","35.119257","138.988791"
"高源寺","兵庫県丹波市青垣町桧倉514","35.245444","134.972722"
"高源寺 (行田市)","埼玉県行田市佐間1丁目2-9","36.13408056","139.46176667"
"高現寺","福島県大沼郡金山町大字本名字下屋敷315","",""
"高国寺","福島県二本松市下川崎字岡田55","",""
"高根寺","千葉県船橋市高根町1525","35.719917","140.005167"
"高済寺","埼玉県東松山市高坂1-22-11","",""
"高山院","福島県伊達市月舘町糠田字糠塚75","",""
"高山寺","京都市右京区梅ヶ畑栂尾町8","35.060138","135.678561"
"高山寺","静岡県藤枝市本郷3273","34.913998","138.210068"
"高山寺","長野県上水内郡小川村稲丘7119","36.64175","137.983"
"高山寺","福島県岩瀬郡天栄村大字大里字丹下2","",""
"高山寺","福島県喜多方市高郷町揚津字赤岩上丙200","",""
"高山寺","兵庫県丹波市氷上町常楽50-1","35.185","135.029528"
"高山寺","和歌山県田辺市稲成町392","33.740361111","135.379083333"
"高山寺石水院（五所堂）","京都府京都市右京区梅ヶ畑栂尾町","35.06013","135.6785"
"高讃寺","愛知県常滑市西阿野字阿野峪71-1","34.872111111","136.863166666"
"高若寺","群馬県渋川市有馬1092-1","36.465637","138.999588"
"高宗寺","栃木県芳賀郡芳賀町祖母井870","36.553951","140.063965"
"高秀寺","群馬県渋川市赤城町長井小川田甲1217","",""
"高秀寺","群馬県太田市矢田堀町甲112","",""
"高秀寺","埼玉県久喜市狐塚216","36.100941","139.70723"
"高勝寺","東京都稲城市坂浜551","35.625888888","139.488027777"
"高勝寺","栃木県栃木市岩舟町静3","36.33138889","139.65472222"
"高唱寺","群馬県北群馬郡吉岡町大字北下1135","36.444576","139.004303"
"高昌寺","愛媛県喜多郡内子町城廻117","33.560138888","132.653527777"
"高松庵","静岡県掛川市大坂661-1","34.673104","138.040981"
"高松興正寺別院","香川県高松市御坊町2-1","34.343533","134.051651"
"高松寺","埼玉県川越市大中居312","35.908824","139.515075"
"高松寺","神奈川県横浜市戸塚区戸塚町4846","35.399972","139.529056"
"高松寺","静岡県浜松市天竜区春野町杉395","",""
"高照院","鹿児島県薩摩郡さつま町二渡字吐合6045-9","",""
"高照院","千葉県君津市鎌滝841","35.278833333","139.980083333"
"高照院","栃木県宇都宮市下欠町623","36.522945","139.834427"
"高照寺","茨城県稲敷郡阿見町大字福田939番地","35.979465","140.207031"
"高照寺","千葉県勝浦市勝浦49","35.149155","140.316086"
"高照寺","千葉県南房総市山田1162","35.098472","139.945472"
"高照寺","大阪府堺市北区南花田町1644","34.573139","135.522917"
"高照寺","福島県いわき市常磐岩ケ岡町台86","36.97876","140.861618"
"高照寺","兵庫県養父市八鹿町高柳1156","35.392042","134.735092"
"高照寺 (清須市)","清須市","",""
"高乗寺","東京都八王子市初沢町1425","35.633527777","139.275527777"
"高城寺","埼玉県さいたま市西区西遊馬229","35.904583333","139.571361111"
"高常寺","群馬県みどり市東町草木264","",""
"高須別院二恩寺","岐阜県海津市海津町高須町932","35.220158","136.6333"
"高水寺","新潟県東蒲原郡阿賀町両郷乙1490","",""
"高瀬五ヶ寺","玉名市","",""
"高性寺","千葉県館山市浜田16","",""
"高性寺","栃木県大田原市薄葉1366","36.829727","139.971375"
"高成寺","福井県小浜市青井1-11-1","35.4925","135.73252778"
"高栖寺","静岡県浜松市浜名区三ヶ日町大谷496","34.808796","137.590907"
"高正寺","群馬県邑楽郡邑楽町大字藤川33-1","36.271957","139.459259"
"高正寺","香川県高松市西山崎町字本郷913-1","",""
"高正寺","埼玉県入間市仏子1511","35.835494","139.355108"
"高生寺","千葉県鴨川市内浦544","35.130991","140.191896"
"高声寺","茨城県坂東市岩井3478番地","36.050671","139.890976"
"高声寺","栃木県日光市芹沼589","36.738869","139.720993"
"高西寺","埼玉県比企郡小川町小川1368","36.051594","139.274094"
"高泉寺","新潟県村上市塩谷1134","",""
"高善寺","香川県高松市瓦町1-13-8","34.340729","134.05246"
"高善寺","香川県高松市勅使町955","34.30442","134.021591"
"高善寺","鹿児島県霧島市隼人町内1545","31.763096","130.752487"
"高善寺","新潟県柏崎市西山町石地1109","",""
"高善寺","島根県邑智郡邑南町鱒渕107","34.860583333","132.531972222"
"高禅寺","静岡県湖西市利木217","34.761013","137.518127"
"高倉寺","群馬県藤岡市神田878","36.212608","139.063477"
"高倉寺","埼玉県入間市高倉3-3-4","35.83944","139.37833"
"高倉寺宝積院","大阪府堺市南区高倉台2丁9-15","34.492575","135.52099"
"高蔵寺","愛知県春日井市高蔵寺町北5丁目1039","35.2656194","137.0480028"
"高蔵寺","茨城県取手市藤代411番地","35.924465","140.111588"
"高蔵寺","宮城県角田市高倉字寺前49","38.00027778","140.71833333"
"高蔵寺","埼玉県入間郡越生町津久根253","",""
"高蔵寺","静岡県浜松市中央区高塚町4706","34.688404","137.679916"
"高蔵寺","千葉県木更津市矢那1245","35.3388","139.994"
"高蔵寺","福島県いわき市高倉町鶴巻50","36.936111111","140.7805"
"高蔵寺","福島県大沼郡会津美里町荻窪字清水尻756","",""
"高太寺","埼玉県行田市皿尾359","36.143372","139.44371"
"高台院","埼玉県深谷市田谷308","36.198719","139.281784"
"高台院 (埼玉県美里町)","埼玉県児玉郡美里町大字猪俣","36.14639","139.186472"
"高台寺","京都府京都市東山区下河原通八坂鳥居前下る下河原町526","35.000761","135.781114"
"高台寺","鹿児島県霧島市牧園町高千穂3864-5","31.881796","130.812912"
"高台寺","静岡県伊豆市佐野118","34.94833","138.939041"
"高沢寺","栃木県足利市下渋垂町401","36.302631","139.47963"
"高長寺","茨城県常陸大宮市鷹巣918番地","",""
"高塚愛宕地蔵尊","大分県日田市天瀬町馬原3740","",""
"高伝寺","佐賀県佐賀市本庄町大字本庄1112番地1","33.237861111","130.283083333"
"高伝寺","千葉県千葉市若葉区加曾利町567","35.608944","140.167221"
"高田寺","愛知県北名古屋市高田寺383","35.24133333","136.89236111"
"高田寺","千葉県館山市安東684","",""
"高徳院","愛知県豊明市栄町南舘3-2","",""
"高徳院","新潟県佐渡市羽茂大石286","",""
"高徳院","神奈川県鎌倉市長谷４丁目２番28号","35.316944444","139.535833333"
"高徳寺","茨城県久慈郡大子町大字上郷2056番地","",""
"高徳寺","茨城県取手市高須2163番地","35.904404","140.143494"
"高徳寺","岐阜県中津川市蛭川5349","35.486806","137.405722"
"高徳寺","群馬県邑楽郡大泉町大字古海2210","36.232178","139.40921"
"高徳寺","香川県高松市仏生山町甲2370","",""
"高徳寺","埼玉県上尾市柏座3-1-2","35.974064","139.584579"
"高徳寺","鹿児島県出水市米ノ津町2-31","32.115551","130.341812"
"高徳寺","新潟県阿賀野市次郎丸1381","37.829262","139.280243"
"高徳寺","新潟県上越市安塚区坊金4379","",""
"高徳寺","新潟県新発田市上新保1029","37.917408","139.367523"
"高徳寺","新潟県長岡市栃堀487","",""
"高徳寺","新潟県東蒲原郡阿賀町豊川甲917","",""
"高徳寺","静岡県焼津市宗高988-1","34.80592","138.28389"
"高徳寺","静岡県熱海市下多賀1028-1","35.049618","139.066406"
"高徳寺","千葉県いすみ市岬町和泉917-1","",""
"高徳寺","千葉県成田市堀籠614","35.855618","140.44046"
"高徳寺","千葉県千葉市中央区亥鼻2-10-15","35.60225","140.126305555"
"高徳寺","東京都港区北青山2-10-26","35.672278","139.715242"
"高徳寺","栃木県足利市西宮町2825","36.338478","139.44371"
"高徳寺","栃木県那須郡那須町横岡1004","",""
"高徳寺","栃木県日光市高徳569","36.78373","139.715973"
"高徳寺","福島県喜多方市豊川町一井字笊田1911","",""
"高寅寺","茨城県笠間市大田町206番地","36.349754","140.282516"
"高縄寺","愛媛県松山市立岩米之野459 高縄山山頂","33.945666666","132.852888888"
"高念寺","新潟県新潟市南区吉江617","37.793903","139.008728"
"高萩院","福島県いわき市小川町高萩字家ノ前145","",""
"高繁院","静岡県浜松市天竜区春野町砂川134","",""
"高尾山薬王院","東京都八王子市高尾町2177","35.625864","139.250225"
"高福院","東京都品川区上大崎2-13-36","35.6345","139.717305555"
"高福寺","茨城県猿島郡五霞町大字幸主1010番地","",""
"高福寺","茨城県下妻市下妻丁276番地","",""
"高福寺","茨城県牛久市島田町1750番地","35.950844","140.235168"
"高福寺","岐阜県中津川市落合1129","35.51","137.53139"
"高福寺","香川県仲多度郡多度津町大字道福寺524","34.265743","133.761948"
"高福寺","埼玉県入間郡毛呂山町滝ノ入117","35.944279","139.301239"
"高福寺","埼玉県比企郡小川町上古寺872","",""
"高福寺","新潟県三条市曲渕2-10-6","37.621567","138.970505"
"高福寺","静岡県焼津市上新田848-1","34.815876","138.272831"
"高福寺","静岡県浜松市中央区寺脇町1319","34.679485","137.750107"
"高福寺","静岡県浜松市中央区有玉北町1884","34.762482","137.752075"
"高福寺","千葉県市原市高倉347","35.514523","140.222809"
"高福寺","千葉県成田市駒井野368","35.781311","140.371323"
"高福寺","千葉県銚子市高神東町857","35.711319","140.850812"
"高福寺","栃木県足利市家富町2523","",""
"高福寺","栃木県那須郡那須町高久甲578","",""
"高福寺","福島県伊達市保原町富沢字姥ケ作75","",""
"高平寺","栃木県栃木市岩舟町下津原1457","36.315609","139.635544"
"高歩院","東京都中野区中央1-22-3","35.699944444","139.686638888"
"高法寺","大阪府池田市綾羽1-1-9","34.826374","135.42659"
"高木寺","福島県本宮市高木字舟場60-1","37.513474","140.409393"
"高野山讃岐別院","香川県高松市築地町7-1","34.342346","134.057388"
"高野山心願寺","埼玉県本庄市児玉町蛭川東山767-1","36.202994","139.151009"
"高野山東京別院","東京都港区高輪三丁目15番18号","35.63497778","139.73403889"
"高野寺","高知県高知市本町2-3-18","33.5582","133.537169"
"高野寺","鹿児島県指宿市山川福元5862","",""
"高野寺","島根県大田市温泉津町井田ハ480","35.026611111","132.3695"
"高野寺","北海道函館市住吉町12-13","41.754","140.717861"
"高養寺","埼玉県入間市寺竹1022","35.817409","139.329144"
"高養寺","神奈川県逗子市新宿5-5-5","35.293333333","139.565111111"
"高龍寺","福島県耶麻郡西会津町野沢字寺北丙86","",""
"高龍寺","北海道函館市船見町21-11","41.76861111","140.69944444"
"高陵寺","鹿児島県霧島市溝辺町有川503","",""
"高林寺","井上町","",""
"高林寺","群馬県太田市高林西町539-1","36.255116","139.365555"
"高林寺","埼玉県さいたま市北区本郷町1398","35.940666666","139.63"
"高林寺","静岡県静岡市駿河区手越330","34.955776","138.364441"
"高林寺","静岡県浜松市天竜区小川1599","",""
"高林寺","静岡県浜松市浜名区中条380","34.782787","137.780594"
"高林寺","千葉県松戸市上本郷4464","35.797321","139.923386"
"高林寺","千葉県千葉市若葉区中田町504-1","35.604908","140.233948"
"高林寺","東京都文京区向丘2-37-5","35.724765","139.754694"
"高林寺","栃木県那須烏山市志鳥1052","36.720142","140.107071"
"高林寺","栃木県那須塩原市高林454","36.989117","139.941711"
"高林寺","福島県大沼郡金山町大字水沼字沢西972","",""
"高林寺","福島県二本松市太田字西田1","37.586638888","140.551083333"
"高林坊","広島県安芸高田市甲田町高田原929","34.689306","132.766222"
"高輪寺","茨城県かすみがうら市中佐谷940番地","36.151867","140.215378"
"高輪寺","埼玉県久喜市吉羽1-41-4","36.065037","139.688629"
"高圓寺","埼玉県秩父郡東秩父村大内沢574","",""
"高岑院","群馬県前橋市朝日町1-22-21","36.388562","139.083215"
"高巖寺","新潟県燕市小高5446","37.669327","138.931488"
"高巖寺","福島県伊達市保原町字十二-22","37.82629","140.556061"
"高渕寺","埼玉県秩父郡皆野町三沢1414","",""
"高澤寺","千葉県市原市十五沢225","35.480438","140.096893"
"高藏寺","埼玉県大里郡寄居町今市700","36.101608","139.268845"
"高藏寺","新潟県新発田市新富町3-2-3","37.95306","139.340149"
"高德寺","埼玉県秩父郡長瀞町矢那瀬792","",""
"鴻臚寺四谷","東京都新宿区四谷1-1-22","35.68781","139.72778"
"剛安寺","新潟県佐渡市吉井本郷466","38.049324","138.391953"
"剛叟寺","福島県田村市滝根町神俣字一ノ坪49","",""
"劫蘊寺","地球低軌道","",""
"合元寺 (中津市)","中津市","",""
"合掌寺","静岡県磐田市中泉1239-3","34.715088","137.851135"
"合性寺","新潟県柏崎市大字古町989","",""
"合邦辻閻魔堂","下寺","",""
"豪徳寺","東京都世田谷区豪徳寺2-24-7","35.64877222","139.64741667"
"克軍寺","香川県高松市西宝町二丁目4番4号","34.339333","134.030444"
"国恩寺","岐阜県本巣市春近436-1","35.454685","136.694397"
"国済寺","埼玉県深谷市国済寺521-1","36.192638888","139.302111111"
"国昌寺","埼玉県さいたま市緑区大崎2378","35.891777777","139.704472222"
"国昌寺","滋賀郡","34.973","135.900253"
"国上寺","新潟県燕市国上1407","37.665889","138.812722"
"国瑞寺","群馬県みどり市笠懸町阿左美1614","36.395744","139.288605"
"国姓寺","福島県会津若松市町北町大字中沢字平沢405","37.518777777","139.907166666"
"国姓寺","福島県会津若松市町北町中沢字平沢419","37.518777777","139.907166666"
"国清寺","岡山県岡山市中区小橋町2-4-28","34.656833333","133.936777777"
"国清寺","香川県高松市香西西町190-1","34.346955","133.995467"
"国清寺","静岡県伊豆の国市奈古谷1240-1","35.070777777","138.972444444"
"国清寺","静岡県磐田市掛塚643","34.669376","137.79863"
"国清寺 (宮津市)","宮津市","",""
"国清寺跡","秋田県能代市檜山字蟹沢","40.173278","140.131694"
"国泰寺","広島県広島市西区己斐上3-975-5","34.414444444","132.410638888"
"国泰寺","石川県金沢市寺町5-6-38","36.554024","136.649048"
"国泰寺","富山県高岡市太田184","36.811","137.011"
"国泰寺","北海道厚岸郡厚岸町湾月町1丁目15","43.03277778","144.83916667"
"国貞寺","群馬県太田市東別所町甲216","36.269299","139.393387"
"国土安穏寺","東京都足立区島根4-4-1","35.78180556","139.79527778"
"国分寺","愛媛県今治市国分4-1-33","34.026166666","133.025444444"
"国分寺","香川県高松市国分寺町国分2065","34.30305556","133.94416667"
"国分寺","高知県南国市国分546番地","33.598694444","133.640416666"
"国分寺","千葉県館山市国分959-2","34.993412","139.889496"
"国分寺","千葉県君津市平田7","35.247222222","139.991194444"
"国分寺","大阪府大阪市北区国分寺1丁目6-18","34.71036111","135.51441667"
"国分寺","徳島県徳島市国府町矢野718-1","34.055611111","134.473611111"
"国分寺","福岡県久留米市宮ノ陣5丁目","33.327111","130.535167"
"国分寺 (橿原市)","6-15, Yagi-chō 2-chōme, Kashihara-shi, Nara-ken 634-0078","34.510306","135.79475"
"国分寺 (橿原市)","奈良県橿原市八木町二丁目6番15号","34.510306","135.79475"
"国分寺 (亀山市)","三重県亀山市白木町1221番地","34.882528","136.395194"
"国嚴寺","新潟県上越市大貫3-2-21","37.111576","138.235962"
"黒松寺","徳島県勝浦郡上勝町大字旭字大平18","",""
"黒石寺","17, Aza Yamauchi, Mizusawakuroishi-chō, Ōshū-shi, Iwate-ken 023-0101","39.084278","141.206583"
"黒石寺","岩手県奥州市水沢黒石町字山内17","39.084278","141.206583"
"黒瀧寺","徳島県那賀郡那賀町阿津江字黒滝山5","33.851742","134.295158"
"黒鳥観音","山形県東根市本丸南2-10-2","38.432089","140.411345"
"甑洞庵","新潟県長岡市浦瀬町11799","37.468472","138.909363"
"今宮寺","群馬県甘楽郡甘楽町大字上野甲280","",""
"今宮坊","埼玉県秩父市中町25-12","35.995083333","139.078638888"
"今熊野観音寺","京都府京都市東山区泉涌寺山内町32","34.979706","135.780842"
"今口地蔵","八尾市","",""
"今山大師寺","3998, Yamashita-machi 2-chōme, Nobeoka-shi, Miyazaki-ken 882-0055","32.59","131.666111"
"今山大師寺","宮崎県延岡市山下町二丁目3998番地","32.59","131.666111"
"今泉寺","福島県大沼郡会津美里町勝原字竹原53","",""
"今瀧寺","静岡県掛川市今滝213","34.709314237","138.026348875"
"今養寺","大阪府豊能郡能勢町野間西山167","34.952194444","135.449638888"
"昆陽寺","兵庫県伊丹市寺本2-169","34.776944","135.388333"
"根岸地蔵","東京都大田区山王3-26-9","35.58502","139.72336"
"根元寺","千葉県市原市馬立65","35.414635","140.118454"
"根香寺","香川県高松市中山町1506番地","34.3445","133.960555555"
"根生院","東京都豊島区高田1-34-6","35.716111","139.716111"
"根本寺","茨城県鹿嶋市宮中2682","35.965888888","140.619833333"
"根本寺","茨城県北相馬郡利根町大字押戸1334番地","35.878414","140.170395"
"根本寺","新潟県佐渡市新穂大野1837","38.01138889","138.41391667"
"根本寺","千葉県市川市国府台5-24-28","35.752586","139.902145"
"根来寺","和歌山県岩出市根来2286","34.28715","135.31665"
"根立寺","新潟県長岡市上岩井3201","37.487137","138.777039"
"根立寺","千葉県市原市根田3-8-7","35.503311","140.10556"
"佐井寺","大阪府吹田市佐井寺1丁目17-10","34.783556","135.518639"
"佐貫観音院","栃木県塩谷郡塩谷町佐貫799","36.749722222","139.799222222"
"佐竹寺","茨城県常陸太田市天神林町2404","36.52603","140.50467"
"佐渡国分寺","新潟県佐渡市国分寺113","37.96705556","138.36866667"
"砂子坂道場","石川県金沢市砂子坂町","36.568666666","136.802388888"
"最恩寺","山梨県南部町福士23502","35.234722","138.4725"
"最教寺","千葉県東金市押堀136","35.546455","140.363174"
"最教寺","長崎県平戸市岩の上町1206番地1","33.363222","129.55325"
"最教寺","東京都八王子市宮下町144","35.703916666","139.316027777"
"最教寺 (白山市)","白山市","",""
"最興寺","群馬県富岡市南蛇井1133-1","",""
"最賢寺","新潟県上越市南本町3-4-18","37.101315","138.249084"
"最御崎寺","高知県室戸市室戸岬町4058-1","33.249008333","134.175738888"
"最光寺","新潟県上越市大字南方1556-甲","37.083748","138.350189"
"最光寺","千葉県大網白里市砂田194","35.500305","140.283264"
"最勝院","茨城県鹿嶋市大字爪木251番地の1","35.972054","140.604141"
"最勝院","茨城県神栖市深芝2506番地","35.918571","140.651367"
"最勝院","茨城県鉾田市台濁沢53番地","",""
"最勝院","埼玉県春日部市粕壁3-9-20","35.984305555","139.749972222"
"最勝院","埼玉県川口市飯塚1-15-24","35.796944444","139.715583333"
"最勝院","青森県弘前市大字銅屋町63","40.596469","140.468542"
"最勝院","静岡県伊豆市宮上48","34.942416666","138.993805555"
"最勝院","千葉県印西市発作632","35.833008","140.121902"
"最勝院","千葉県我孫子市高野山554番地","35.867401","140.033844"
"最勝院","千葉県香取郡神崎町神崎本宿2083","",""
"最勝院","千葉県船橋市本町3-35-5","35.696098","139.98703"
"最勝院","栃木県佐野市豊代町2049","",""
"最勝院","栃木県那須郡那須町芦野2870","",""
"最勝院","福島県いわき市山田町堀ノ内65","",""
"最勝院","福島県いわき市四倉町上仁井田字家ノ前103","37.092918","140.975891"
"最勝王寺","茨城県桜川市真壁町東山田1644番地","36.244587","140.087616"
"最勝寺","茨城県かすみがうら市宍倉787番地","",""
"最勝寺","茨城県筑西市下平塚57番地","36.3144","139.946976"
"最勝寺","岐阜県郡上市八幡町島谷672","35.7475","136.96"
"最勝寺","京都府","",""
"最勝寺","群馬県桐生市錦町2-14-31","36.402905","139.333588"
"最勝寺","群馬県太田市新田下江田町380","36.269165","139.294815"
"最勝寺","群馬県藤岡市藤岡875-2","36.253494","139.068634"
"最勝寺","香川県高松市上福岡町1223","34.330128","134.06366"
"最勝寺","香川県仲多度郡まんのう町四條795-1","34.196285","133.83638"
"最勝寺","埼玉県さいたま市浦和区岸町7-7-20","35.855396","139.652084"
"最勝寺","埼玉県深谷市樫合181-2","36.172085","139.263519"
"最勝寺","埼玉県入間郡越生町堂山287","35.971611111","139.268666666"
"最勝寺","埼玉県白岡市柴山1125","36.036148","139.607971"
"最勝寺","埼玉県白岡市彦兵衛176","36.013489","139.695816"
"最勝寺","埼玉県比企郡吉見町前河内44","36.026636","139.455898"
"最勝寺","山梨県南巨摩郡富士川町最勝寺","35.555667","138.453278"
"最勝寺","四丁目15番1号","35.64479019","139.667775909"
"最勝寺","滋賀県高島市勝野2902","35.285833","136.017222"
"最勝寺","鹿児島県日置市吹上町小野805","31.536209","130.340134"
"最勝寺","新潟県十日町市神明町387-4","",""
"最勝寺","新潟県上越市柿崎区上下浜346","37.251034","138.354446"
"最勝寺","新潟県上越市三和区水吉1258","",""
"最勝寺","新潟県胎内市竹島98","38.036179","139.3423"
"最勝寺","東京都江戸川区平井1-25-32[","35.70391667","139.85102778"
"最勝寺","東京都新宿区上落合3-4-12","35.713416666","139.685277777"
"最勝寺","東京都練馬区北町6-16-14","35.759953","139.653952"
"最勝寺","栃木県足利市大岩町264","36.361873","139.439882"
"最勝寺","栃木県日光市石屋町9-6","36.747654","139.613937"
"最勝寺","富山県富山市蜷川377","36.645835","137.207439"
"最勝寺","福島県河沼郡会津坂下町大字坂本字村中丁1101","",""
"最勝福寺","千葉県君津市新御堂69","35.309612","139.905945"
"最上稲荷","岡山県岡山市北区高松稲荷712","34.708955555","133.833411111"
"最上寺","千葉県富津市岩瀬416","35.28598","139.862464"
"最上寺","東京都台東区下谷1-8-9","35.71938","139.78191"
"最上寺","東京都品川区上大崎1-10-32","35.634638888","139.724944444"
"最上廃寺跡","紀の川市","34.226194444","135.343805555"
"最乗寺","神奈川県南足柄市大雄町1157","35.301944","139.075556"
"最成寺","千葉県八街市東吉田443","35.644035","140.307327"
"最正寺","鹿児島県鹿屋市北田町6-9","31.387405","130.849365"
"最誓寺","静岡県伊東市音無町2-3","34.966785","139.096634"
"最誓寺","千葉県安房郡鋸南町竜島1133","",""
"最善寺","群馬県前橋市東大室町甲6","36.382504","139.190308"
"最善寺","新潟県新潟市北区長戸呂3524","37.891155","139.190909"
"最尊寺","新潟県上越市寺町3-13-32","37.119881","138.239532"
"最尊寺","新潟県上越市頸城区北方155","",""
"最尊寺","東京都台東区元浅草3-17-17","35.70812","139.78588"
"最大乗院","鹿児島県鹿児島市長田町2-23","31.601","130.557053"
"最頂寺","千葉県市原市姉崎44","35.474686","140.035553"
"最徳寺","東京都大田区大森北3-18-25","35.583138888","139.734194444"
"最念寺","新潟県村上市肴町4-26","38.222538","139.469482"
"最福寺","静岡県伊豆市小下田1652","",""
"最福寺","静岡県賀茂郡南伊豆町上賀茂300-1","",""
"最福寺","静岡県掛川市幡鎌270","34.8146","137.949352"
"最福寺","千葉県千葉市若葉区多部田町1036","35.601143","140.197189"
"最福寺","千葉県東金市東金1693","35.562777777","140.360277777"
"最福寺 (鹿児島市)","鹿児島県鹿児島市平川町4850","31.441003","130.509853"
"最宝寺","神奈川県横須賀市野比1-51-1","35.218694444","139.686722222"
"最法寺","埼玉県本庄市仁手230","36.24485","139.219681"
"最明寺","〒799-2405 愛媛県松山市上難波甲903番地","33.985222","132.795306"
"最明寺","香川県高松市塩江町安原下第1号274","",""
"最明寺","埼玉県川越市小ケ谷61","35.91465","139.453857"
"最明寺","新潟県村上市岩船下大町1-20","38.194538","139.432693"
"最明寺","神奈川県足柄上郡大井町金子3315","35.3403917","139.1540944"
"最明寺","静岡県静岡市清水区由比町屋原213","",""
"最明寺","千葉県夷隅郡御宿町須賀668","35.184025","140.347688"
"最明寺 (三条市)","新潟県三条市院内193","37.544167","139.112639"
"最明寺 (美馬市)","徳島県美馬市脇町猪尻字西上野44","34.071306","134.155083"
"最林寺","静岡県藤枝市下藪田322","34.890282","138.260223"
"最廣寺","静岡県磐田市松之木島314-1","34.802116","137.832367"
"最禪寺","福島県伊達郡国見町大字貝田字寺脇2","37.905094","140.577667"
"歳覺寺","山門町","35.16863","136.95403"
"済海寺","東京都港区三田4-16-23","35.643575","139.741361"
"済岸寺","茨城県土浦市中央2丁目7番3号","36.083401","140.202911"
